image_path,prompt,response
test/6776.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Semipalmated Plover (Semipalmated Plover)
2. Wilson's Plover (Wilson's Plover)
3. Kentish Plover (Kentish Plover)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/6869.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Marsh Sandpiper (Marsh Sandpiper)
2. Kentish Plover (Kentish Plover)
3. Semipalmated Sandpiper (Semipalmated Sandpiper)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/7135.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Surfbird (Surfbird)
2. Semipalmated Plover (Semipalmated Plover)
3. Dunlin (Dunlin)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/7144.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Wilson's Plover (Wilson's Plover)
2. Semipalmated Plover (Semipalmated Plover)
3. Black-fronted Dotterel (Black-fronted Dotterel)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/7166.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Semipalmated Plover (Semipalmated Plover)
2. Wilson's Plover (Wilson's Plover)
3. Kentish Plover (Kentish Plover)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/7280.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Black-fronted Dotterel (Black-fronted Dotterel)
2. Semipalmated Plover (Semipalmated Plover)
3. Red-necked Phalarope (Red-necked Phalarope)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/7350.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Semipalmated Plover (Semipalmated Plover)
2. Black-fronted Dotterel (Black-fronted Dotterel)
3. Wilson's Plover (Wilson's Plover)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/7589.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Semipalmated Plover (Semipalmated Plover)
2. Black-fronted Dotterel (Black-fronted Dotterel)
3. Wilson's Plover (Wilson's Plover)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/7854.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Semipalmated Plover (Semipalmated Plover)
2. Kentish Plover (Kentish Plover)
3. Dunlin (Dunlin)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/105.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Brown-headed Cowbird (Brown-headed Cowbird)
2. Violet-green Swallow (Violet-green Swallow)
3. Purple Martin (Purple Martin)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/132.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Red-rumped Swallow (Red-rumped Swallow)
3. Northern Rough-winged Swallow (Northern Rough-winged Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/433.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Spotted Dove (Spotted Dove)
2. Black-faced Cuckooshrike (Black-faced Cuckooshrike)
3. Pink-necked Green Pigeon (Pink-necked Green Pigeon)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/550.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Wilson's Plover (Wilson's Plover)
2. Willie Wagtail (Willie Wagtail)
3. Red-rumped Swallow (Red-rumped Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/583.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Masked Water Tyrant (Masked Water Tyrant)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/933.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Cliff Swallow (Cliff Swallow)
2. Purple Martin (Purple Martin)
3. American Crow (American Crow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/944.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Tufted Duck (Tufted Duck)
2. Common Merganser (Common Merganser)
3. Western Grebe (Western Grebe)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/1333.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Black-throated Mango (Black-throated Mango)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/1453.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Carolina Chickadee (Carolina Chickadee)
3. Black-throated Blue Warbler (Black-throated Blue Warbler)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/1697.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Red-rumped Swallow (Red-rumped Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/1750.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Cliff Swallow (Cliff Swallow)
3. Purple Martin (Purple Martin)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/1953.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Lesser Whitethroat (Lesser Whitethroat)
3. Carolina Chickadee (Carolina Chickadee)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/2074.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Orange-chinned Parakeet (Orange-chinned Parakeet)
3. Pileated Woodpecker (Pileated Woodpecker)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/2115.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Lazuli Bunting (Lazuli Bunting)
3. Lamprotornis nitens (Lamprotornis nitens)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/2121.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Purple Martin (Purple Martin)
2. Cliff Swallow (Cliff Swallow)
3. Northern Rough-winged Swallow (Northern Rough-winged Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/2216.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Carolina Chickadee (Carolina Chickadee)
3. Peregrine Falcon (Peregrine Falcon)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/2344.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Yellow-billed Magpie (Yellow-billed Magpie)
2. Tufted Duck (Tufted Duck)
3. Black Stork (Black Stork)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/2525.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Sooty-headed Bulbul (Sooty-headed Bulbul)
3. Ocreatus underwoodii (Ocreatus underwoodii)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/2925.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Australasian Grebe (Australasian Grebe)
2. Black-winged Stilt (Black-winged Stilt)
3. Tufted Duck (Tufted Duck)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/3408.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Ocreatus underwoodii (Ocreatus underwoodii)
3. Black-throated Mango (Black-throated Mango)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/4285.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Amazon Kingfisher (Amazon Kingfisher)
2. Belted Kingfisher (Belted Kingfisher)
3. Whiskered Tern (Whiskered Tern)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/4305.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Black-chinned Hummingbird (Black-chinned Hummingbird)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/4721.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Common Whitethroat (Common Whitethroat)
3. Belted Kingfisher (Belted Kingfisher)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/4727.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Whiskered Tern (Whiskered Tern)
3. Northern Rough-winged Swallow (Northern Rough-winged Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/5159.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Peregrine Falcon (Peregrine Falcon)
2. Common Kestrel (Common Kestrel)
3. Northern Harrier (Northern Harrier)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/5479.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Black-chinned Hummingbird (Black-chinned Hummingbird)
2. Violet-green Swallow (Violet-green Swallow)
3. Northern Rough-winged Swallow (Northern Rough-winged Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/5652.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Ocreatus underwoodii (Ocreatus underwoodii)
3. Long-tailed Jaeger (Long-tailed Jaeger)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/5700.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Black-chinned Hummingbird (Black-chinned Hummingbird)
3. Black-throated Mango (Black-throated Mango)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/5720.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Black Drongo (Black Drongo)
2. Pygmy Cormorant (Pygmy Cormorant)
3. Red-winged Blackbird (Red-winged Blackbird)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/5741.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Lamprotornis nitens (Lamprotornis nitens)
3. Peregrine Falcon (Peregrine Falcon)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/6367.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Cliff Swallow (Cliff Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/6386.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Belted Kingfisher (Belted Kingfisher)
2. Red-tailed Hawk (Red-tailed Hawk)
3. Cliff Swallow (Cliff Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/6621.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Amazon Kingfisher (Amazon Kingfisher)
3. Black Drongo (Black Drongo)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/6806.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Ocreatus underwoodii (Ocreatus underwoodii)
3. Northern Rough-winged Swallow (Northern Rough-winged Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/6843.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Trumpeter Swan (Trumpeter Swan)
2. Common Merganser (Common Merganser)
3. Mute Swan (Mute Swan)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/6844.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Peregrine Falcon (Peregrine Falcon)
3. Common Kestrel (Common Kestrel)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/7057.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Peregrine Falcon (Peregrine Falcon)
3. Amazon Kingfisher (Amazon Kingfisher)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/7419.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Violet-green Swallow (Violet-green Swallow)
2. Lamprotornis nitens (Lamprotornis nitens)
3. Superb Starling (Superb Starling)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/7530.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Mew Gull (Mew Gull)
2. Arctic Tern (Arctic Tern)
3. Bonaparte's Gull (Bonaparte's Gull)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/7723.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Brown-headed Cowbird (Brown-headed Cowbird)
2. Bronzed Cowbird (Bronzed Cowbird)
3. Red-winged Blackbird (Red-winged Blackbird)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/304.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Cliff Swallow (Cliff Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Purple Martin (Purple Martin)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/368.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Couch's Kingbird (Couch's Kingbird)
3. Northern Rough-winged Swallow (Northern Rough-winged Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/453.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Cliff Swallow (Cliff Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/648.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Boreal Chickadee (Boreal Chickadee)
3. House Sparrow (House Sparrow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/668.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Brown-headed Cowbird (Brown-headed Cowbird)
3. Northern Rough-winged Swallow (Northern Rough-winged Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/928.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Violet-green Swallow (Violet-green Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/1038.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Scaly-breasted Munia (Scaly-breasted Munia)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/1055.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Brown-headed Cowbird (Brown-headed Cowbird)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Northern Rough-winged Swallow (Northern Rough-winged Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",2
test/1766.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Purple Martin (Purple Martin)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/1800.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
3. Red-rumped Swallow (Red-rumped Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",3
test/2007.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Brown-headed Cowbird (Brown-headed Cowbird)
2. Northern Flicker (Northern Flicker)
3. Scaly-breasted Munia (Scaly-breasted Munia)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
test/2225.jpg,"You are a helpful assistant that identifies bird species from images.
Look at the image and choose the most likely bird species from the following options:

1. Northern Rough-winged Swallow (Northern Rough-winged Swallow)
2. Northern Harrier (Northern Harrier)
3. Cliff Swallow (Cliff Swallow)

Respond only with the number corresponding to the most likely option: 1, 2, or 3.",1
